weibo_id,user_name,user_link,weibo_content,original,publish_place,publish_time,publish_tool,like_num,retweet_num,comment_num
JtwWg31EO,青春昌都,https://weibo.cn/chdgqt,青春昌都:团团请了！【#医生做4小时手术后喝葡萄糖遭网友质疑#：费用算谁的？本人回应】近日，一位陕西西安的医生在网上分享了一段自己术后“豪饮”葡萄糖水的视频。这段视频意外走红，却也引来部分网友质疑：这水谁付钱？面对质疑，该博主次日发布视频做出澄清。当天，自己在做一台脑干出血的手术，做了四个多小时，凌晨4点刚下手术台，由于手术途中不能喝水，嗓子都快冒烟了，就直接喝了一瓶含量5%的葡萄糖水。当事人表示，这瓶水是算进科室成本里，手术中算进病人的费用是需要开具处方的。他还说，作为一名医生，相信很多同行都有过类似的经历。 http://t.cn/A6G6T03F ,True,无,2020-11-12 10:14,微博视频号,2,0,0
JtrxtbxxK,傻子笙歌,https://weibo.cn/u/3719069393,傻子笙歌:近日，一段医生手术后豪饮葡萄糖吊瓶的视频在网上走红，有部分网友质疑“这水谁付钱”。据悉，该名医生名叫郑涛，是陕西西安某医院神经外科医生，他表示，当天在做一台脑干出血的手术，凌晨4点刚下手术台，由于手术中途不能喝水，当时嗓子都快冒烟了，就直接喝了一瓶含量5%的葡萄糖水。对于网友的质疑，他表示这瓶水是算进科室成本里，手术中算进病人的费用是需要开具处方的。#内容过于真实# http://t.cn/A6GX5kYJ ,True,无,2020-11-11 20:29,iPhone 7 Plus,125,2,29
JtpBXvnVs,姆们说,https://weibo.cn/bjtale,姆们说:#姆们说# 【#医生手术后喝葡萄糖水遭质疑# 回应：算进科室支出】#医生回应手术后喝葡萄糖水#近日，一段医生手术后豪饮葡萄糖吊瓶的视频在网上走红，有部分网友质疑“这水谁付钱”。据悉，该名医生名叫郑涛，是陕西西安某医院神经外科医生，他表示，当天在做一台脑干出血的手术，凌晨4点刚下手术台，由于手术中途不能喝水，当时嗓子都快冒烟了，就直接喝了一瓶含量5%的葡萄糖水。对于网友的质疑，他表示这瓶水是算进科室成本里，手术中算进病人的费用是需要开具处方的。@N视频  http://t.cn/A6GiPwv9 ,True,无,2020-11-11 15:35,微博视频号,19,2,6
Jtopsll20,灵霸200208,https://weibo.cn/u/6648213043,灵霸200208:打赏@白衣山猫 的文章《老乡，今天凌晨在手术台上，我喝了你一瓶葡萄糖，你愿意吗？》10.00元，加油！#微博打赏#老乡，今天凌晨在手术台上，我喝了你一瓶葡萄糖，你愿意吗？ 感谢您让我深深地了解外科医生的不易，您说得真好，医患相互理解，相互真心，那该多好！我非常敬重医生，再次感谢您 上海·罗山二村  显示地图 ,True,#微博打赏#,2020-11-11 12:31,HUAWEI nova 3e,0,0,0
JtolzsoTa,你能不能多见见世面,https://weibo.cn/mvideo,你能不能多见见世面:【手术后豪饮葡萄糖吊瓶遭质疑 医生回应】#医生回应术后喝葡萄糖水遭质疑#近日，一段医生手术后豪饮葡萄糖吊瓶的视频在网上走红，有部分网友质疑“这水谁付钱”。据悉，该名医生名叫郑涛，是陕西西安某医院神经外科医生，他表示，当天在做一台脑干出血的手术，凌晨4点刚下手术台，由于手术中途不能喝水，当时嗓子都快冒烟了，就直接喝了一瓶含量5%的葡萄糖水。对于网友的质疑，他表示这瓶水是算进科室成本里，手术中算进病人的费用是需要开具处方的。http://t.cn/A6GiPwv9 ,True,无,2020-11-11 12:22,微博视频号,2,0,0
JtnIL4Sr6,秒闻视频,https://weibo.cn/u/7504294874,秒闻视频:“你掏钱？”医生连做4小时手术后豪饮葡萄糖遭质疑，医生：算进科室支出  秒闻视频的微博视频  ,True,无,2020-11-11 10:46,微博视频号,0,0,0
JtzxTEC5t,玛丽苏说她没有我苏,https://weibo.cn/u/1669099977,玛丽苏说她没有我苏:今天也是被热搜的破事气死了个七七八八的一天就总有人不做人呗但还是想说一个那些质疑医生做完手术喝了葡萄糖的垃圾人你tm是人吗！！！！人话都不会说！！！！  原图 ,True,无,2020-11-12 16:52,小甜饼的iPhone XS Max,2,0,2
JtzsRDmlZ,西安商网,https://weibo.cn/u/5324769120,西安商网:【#西安##医生做4小时手术后喝葡萄糖遭网友质疑#：费用算谁的？本人回应】近日，一位陕西西安的医生在网上分享了一段自己术后“豪饮”葡萄糖水的视频。这段视频意外走红，却也引来部分网友质疑：这水谁付钱？面对质疑，该博主次日发布视频做出澄清。当天，自己在做一台脑干出血的手术，做了四个多小时，凌晨4点刚下手术台，由于手术途中不能喝水，嗓子都快冒烟了，就直接喝了一瓶含量5%的葡萄糖水。当事人表示，这瓶水是算进科室成本里，手术中算进病人的费用是需要开具处方的。他还说，作为一名医生，相信很多同行都有过类似的经历。 http://t.cn/A6G6T03F ,True,无,2020-11-12 16:40,微博视频号,0,0,0
Jtzs6ju0B,泌外吴姑娘,https://weibo.cn/u/1931537432,"转发理由:#医生做4小时手术后喝葡萄糖遭网友质疑#医患不是对立面，而是一起朝着解决疾病痛苦这样的共同的方向去努力。有些人思考问题倾向于带着恶意去揣测别人，带有这一特质的人很难感受到幸福，如果可以从积极向上的角度考虑问题，生活会很美好。 🙏🙏🙏  
原始用户: 凤凰网
转发内容: 【#医生做4小时手术后喝葡萄糖遭网友质疑#：费用算谁的？本人回应】近日，一位陕西西安的医生在网上分享了一段自己术后“豪饮”葡萄糖水的视频。这段视频意外走红，却也引来部分网友质疑：这水谁付钱？面对质疑，该博主次日发布视频做出澄清。当天，自己在做一台脑干出血的手术，做了四个多小时，凌晨4点刚下手术台，由于手术途中不能喝水，嗓子都快冒烟了，就直接喝了一瓶含量5%的葡萄糖水。当事人表示，这瓶水是算进科室成本里，手术中算进病人的费用是需要开具处方的。他还说，作为一名医生，相信很多同行都有过类似的经历。 http://t.cn/A6G6T03F ",False,无,2020-11-12 16:38,iPhone 11 Pro,43,2,24
JtziIxgbd,毕节政法,https://weibo.cn/u/7214110652,毕节政法:【媒体：怀疑医生喝葡萄糖“占便宜”，是网暴者的无知】近日，一段医生手术后豪饮葡萄糖吊瓶的视频在网上走红，有部分网友质疑“这水谁付钱”。该名医生表示这瓶水是算进科室成本里，手术中算进病人的费用是需要开具处方的。中国青年报评论：显然，质疑者不光缺乏对医院收费系统运行机制的了解，也体会不到医生真实的工作状态，更拿不出指控当事医生的直接证据。“医生占患者便宜”的假设，只是他们基于偏见产生的想象。http://t.cn/A6GiPwv9 ,True,无,2020-11-12 16:15,iPhone客户端,0,0,0
Jtzdtrwe9,天马行空0351,https://weibo.cn/u/5776002175,天马行空0351:医生手术后喝葡萄糖被喷！网友看不下去了 医生手术后喝葡萄糖被喷！网友看不下去了  ,True,无,2020-11-12 16:02,分享按钮,0,0,0
Jtzbpghhx,Blanche5050,https://weibo.cn/a6201939z,Blanche5050:近日，一段医生手术后狂饮葡萄糖吊瓶的视频刷爆网络，引来部分网友质疑：“这葡萄糖谁付钱”？据说，该名医生是陕西西安某医院神经外科的医生，当天做了一台脑干出血手术，历时约4个小时，凌晨四点刚下手术台。由于术中不能喝水，嗓子快冒烟了，加上又饿又累，就直接喝了一瓶5%的葡萄糖水。对于网友的质疑，他表示这瓶水会算科室成本里，不会算到患者身上。对于豪饮葡萄糖水，该医生笑称，很多外科医生都有类似的经历吧。术后，医生又渴，又累，又饿，灌一瓶葡萄糖水怎么了？谁付钱又能怎么样？现在的人怎么都这么冷漠？ [组图共7张] 原图 ,True,无,2020-11-12 15:57,华为畅享10,4,1,2
Jtz96z12P,军威长风,https://weibo.cn/u/2622931881,军威长风:医生手术后喝葡萄糖被喷！网友看不下去了 医生手术后喝葡萄糖被喷！网友看不下去了  ,True,无,2020-11-12 15:51,分享按钮,0,0,0
Jtz6La4dN,民生周刊,https://weibo.cn/rmrbmszk,民生周刊:【#医生手术后喝葡萄糖水遭质疑# 回应：算进科室支出】#医生回应手术后喝葡萄糖水#近日，一段医生手术后豪饮葡萄糖吊瓶的视频在网上走红，有部分网友质疑“这水谁付钱”。据悉，该名医生名叫郑涛，是陕西西安某医院神经外科医生，他表示，当天在做一台脑干出血的手术，凌晨4点刚下手术台，由于手术中途不能喝水，当时嗓子都快冒烟了，就直接喝了一瓶含量5%的葡萄糖水。对于网友的质疑，他表示这瓶水是算进科室成本里，手术中算进病人的费用是需要开具处方的。为理解点赞！ http://t.cn/A6GaWgah ,True,无,2020-11-12 15:46,微博视频号,17,3,4
Jtz03F0ux,似乎也许大概可能是吧,https://weibo.cn/u/5646492165,似乎也许大概可能是吧:#医生做4小时手术后喝葡萄糖遭网友质疑#质疑的人心里太阴暗了，看啥都是戾气十足！这  ,True,无,2020-11-12 15:29,HUAWEI Mate 30 5G,2,0,0
JtyhD6DnN,萝萝子是喵喵大魔王呀,https://weibo.cn/longmaoernuan,"转发理由:看到标题我以为是担心直接喝葡萄糖水有隐患呢，没想到，，，//@戒灵依恋症的丘丘:一台手术下来几个小时，大手术十几个小时不止，下手术的时候医生甚至站不稳，术后下台了低血糖喝瓶葡萄糖缓缓你们就这么激动，毫无感激之心之余还觉得医生在占便宜，真该觉得自己羞愧。  
原始用户: 头条新闻
转发内容: 【#医生手术后喝葡萄糖水遭质疑# 回应：算进科室支出】#医生回应手术后喝葡萄糖水#近日，一段医生手术后豪饮葡萄糖吊瓶的视频在网上走红，有部分网友质疑“这水谁付钱”。据悉，该名医生名叫郑涛，是陕西西安某医院神经外科医生，他表示，当天在做一台脑干出血的手术，凌晨4点刚下手术台，由于手术中途不能喝水，当时嗓子都快冒烟了，就直接喝了一瓶含量5%的葡萄糖水。对于网友的质疑，他表示这瓶水是算进科室成本里，手术中算进病人的费用是需要开具处方的。@N视频  http://t.cn/A6GiPwv9 ",False,无,2020-11-12 13:40,iPhone客户端,1,0,0
JtyeNgpN9,戒灵依恋症的丘丘,https://weibo.cn/274559962,"转发理由:一台手术下来几个小时，大手术十几个小时不止，下手术的时候医生甚至站不稳，术后下台了低血糖喝瓶葡萄糖缓缓你们就这么激动，毫无感激之心之余还觉得医生在占便宜，真该觉得自己羞愧，你那点葡萄糖的钱，是觉得镶金了还是怎么着？希望有这种想法的人以后手术台上愿意等医生按三餐固定休息时间吃完饭。  
原始用户: 头条新闻
转发内容: 【#医生手术后喝葡萄糖水遭质疑# 回应：算进科室支出】#医生回应手术后喝葡萄糖水#近日，一段医生手术后豪饮葡萄糖吊瓶的视频在网上走红，有部分网友质疑“这水谁付钱”。据悉，该名医生名叫郑涛，是陕西西安某医院神经外科医生，他表示，当天在做一台脑干出血的手术，凌晨4点刚下手术台，由于手术中途不能喝水，当时嗓子都快冒烟了，就直接喝了一瓶含量5%的葡萄糖水。对于网友的质疑，他表示这瓶水是算进科室成本里，手术中算进病人的费用是需要开具处方的。@N视频  http://t.cn/A6GiPwv9 ",False,无,2020-11-12 13:33,HUAWEI P30,1,4,0
Jty8FxQb8,新浪江苏,https://weibo.cn/xinlangjiangsu,新浪江苏:【媒体：怀疑医生喝葡萄糖“占便宜”，是网暴者的无知】近日，一段医生手术后豪饮葡萄糖吊瓶的视频在网上走红，有部分网友质疑“这水谁付钱”。该名医生表示这瓶水是算进科室成本里，手术中算进病人的费用是需要开具处方的。中国青年报评论：显然，质疑者不光缺乏对医院收费系统运行机制的了解，也体会不到医生真实的工作状态，更拿不出指控当事医生的直接证据。“医生占患者便宜”的假设，只是他们基于偏见产生的想象。http://t.cn/A6GiPwv9 ,True,无,2020-11-12 13:18,微博视频号,200,10,26
Jty82fXJ2,大师罗莊,https://weibo.cn/u/1648923432,大师罗莊:【媒体：怀疑医生喝葡萄糖“占便宜”，是网暴者的无知】【医生回应连做4小时手术后豪饮葡萄糖遭质疑：算进科室支出】因为手术室不方便带杯子，所以没法喝水的，喝葡萄糖都有人喷，我要是病人，直接送个冰箱，放上满满的冰可乐在医生休息室里面，这样医生工作之后也能在休息室豪饮可乐而不是生理盐水葡萄糖。 ,True,无,2020-11-12 13:16,新版微博 weibo.com,5,4,2
Jty5PsbHy,新浪甘肃,https://weibo.cn/u/2669658313,新浪甘肃:【#医生做4小时手术后喝葡萄糖遭网友质疑#：费用算谁的？本人回应】近日，一位陕西西安的医生在网上分享了一段自己术后“豪饮”葡萄糖水的视频。这段视频意外走红，却也引来部分网友质疑：这水谁付钱？面对质疑，该博主次日发布视频做出澄清。当天，自己在做一台脑干出血的手术，做了四个多小时，凌晨4点刚下手术台，由于手术途中不能喝水，嗓子都快冒烟了，就直接喝了一瓶含量5%的葡萄糖水。当事人表示，这瓶水是算进科室成本里，手术中算进病人的费用是需要开具处方的。他还说，作为一名医生，相信很多同行都有过类似的经历。via:http://t.cn/A6G6T03F ,True,无,2020-11-12 13:11,微博视频号,1,1,2
